id,gare_id,gestionnaire_id,solde_especes_actuel,statut,fond_roulement,opened_at,closed_at
b1808569-985a-43dd-bded-d2d7254b69f3,4114caee-f7bc-41db-af55-adb48a19cf78,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-21 08:10:36.512733+00,2026-07-21 08:10:41.843938+00
17680583-f3eb-40fe-8cc4-cb0dff079d86,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-07-29 14:22:54.97951+00,2026-07-29 14:24:05.383164+00
79bd1e70-573d-48da-b3be-0edaccc6bfdf,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-08-10 10:04:47.378037+00,2026-08-10 18:41:11.924667+00
dd18c53d-110c-4181-bc1f-dcee7e62bc73,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-21 08:10:53.674951+00,2026-07-22 07:28:10.61449+00
0b90ddae-6dff-4f9f-b0c9-5266cb8c2fb1,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-07-29 14:52:53.197373+00,2026-07-29 14:53:55.21675+00
65797cdf-e3fa-4742-b806-fbfb6d5394b9,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-25 07:07:41.838513+00,2026-07-25 17:51:44.173902+00
7ae24f91-0383-4c53-89c0-8d84371f8dee,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-08-03 07:56:09.830131+00,2026-08-03 19:08:37.015957+00
5e180258-0018-4e0f-8406-8bdec8607bd0,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-23 07:43:02.65316+00,2026-07-23 17:28:35.246665+00
c846eba5-3c9b-4c95-b6a9-2a462f9e27fe,75af971e-d728-45a6-b46e-0a066dbef01f,639997fb-e739-4aac-a900-82a95973c5e3,0,cloturee,0,2026-08-03 08:39:17.462136+00,2026-08-03 18:03:37.578598+00
b8ce70dd-3b79-4263-9f1a-8607dc914c7a,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-07-23 17:52:50.483396+00,2026-07-23 17:57:32.460343+00
4f0a27e4-86cb-478f-8d3e-38702efad066,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-27 07:43:54.330709+00,2026-07-27 17:39:09.957183+00
eb2e73c6-6634-466d-89c6-b7a81566961f,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-26 12:35:37.959285+00,2026-07-26 18:22:40.02611+00
ea5b4e97-eb09-4399-b834-3418ae9a1d84,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-07-23 18:02:13.150259+00,2026-07-23 18:05:31.25434+00
6c4cc9d7-4c5b-4b51-b46f-59b53d6d1ed7,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-23 08:28:56.422452+00,2026-07-24 07:10:53.205179+00
6678471e-6b48-4c79-84ef-e78e42452287,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-25 09:29:00.983504+00,2026-07-27 07:23:48.678658+00
0aa0b0eb-ee28-41e6-9ce1-3bd5c0beff93,e4ff8251-3db1-4ae2-a65d-78fc70fac537,873bfd1f-4b35-4d72-b773-c6299c6d117c,0,cloturee,0,2026-07-31 14:56:24.896613+00,2026-07-31 14:58:23.427503+00
e7bab13e-f2a3-405e-afb5-0bbdd13e10af,24161529-e693-466d-9b90-bdc537ceba9b,38c85a7a-d9be-415a-82b0-10a62ad404bc,0,cloturee,0,2026-08-03 15:44:34.195676+00,2026-08-03 17:02:51.597259+00
9916b1df-20bd-4339-81c3-fa108f020478,75af971e-d728-45a6-b46e-0a066dbef01f,639997fb-e739-4aac-a900-82a95973c5e3,0,cloturee,0,2026-07-31 11:25:56.277936+00,2026-07-31 11:42:10.062932+00
cad9623a-a1ce-41b2-bde0-05e84bc4b079,e4ff8251-3db1-4ae2-a65d-78fc70fac537,873bfd1f-4b35-4d72-b773-c6299c6d117c,0,cloturee,0,2026-07-31 14:58:52.55618+00,2026-07-31 15:06:29.004225+00
a2344d8b-9b7e-4c12-88e7-ec6b3fd22064,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,1000,2026-07-24 08:43:14.926044+00,2026-07-25 08:07:37.332021+00
4260ef21-67a4-4d3d-8c35-f953fb9a73d1,64fa1f5a-43fa-4c58-9233-229b379a3c4a,16c0108f-a557-46ff-81c6-df6dae4e7c8b,0,cloturee,0,2026-07-30 15:29:09.79838+00,2026-07-30 15:34:31.174763+00
e687a536-9379-4413-aa6e-a9d2d93e4dea,e4ff8251-3db1-4ae2-a65d-78fc70fac537,873bfd1f-4b35-4d72-b773-c6299c6d117c,0,cloturee,0,2026-07-31 15:14:39.729825+00,2026-07-31 18:13:54.643596+00
976bdc43-ae84-40b7-a077-8183d2ce747e,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-27 11:16:45.842712+00,2026-07-28 10:20:17.009363+00
459795f4-766d-4162-998c-0523f3467c39,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-29 09:48:41.861916+00,2026-07-29 17:49:51.747279+00
0dfe8d2a-12f1-4671-a11a-0c5db1ab1619,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-24 07:35:53.545307+00,2026-07-25 09:28:35.578172+00
aeb757f1-b18e-475d-93f7-ac6f4562a824,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-29 07:33:30.2313+00,2026-07-29 18:35:35.233823+00
23aeebbd-2865-452d-a637-a767fb7fa449,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-28 07:09:16.811471+00,2026-07-28 18:17:14.20811+00
e69d1da0-e52c-466d-9d1c-33e5b60c3ba7,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-28 10:20:23.205817+00,2026-07-28 18:44:46.019435+00
75285305-208f-4456-89f2-7bea8de7bd7e,24161529-e693-466d-9b90-bdc537ceba9b,38c85a7a-d9be-415a-82b0-10a62ad404bc,0,cloturee,0,2026-08-01 18:01:12.084959+00,2026-08-01 18:01:46.948667+00
659f1979-3ca5-4b0e-9618-53f0a85230a0,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-07-29 19:08:01.182697+00,2026-07-29 19:11:32.030972+00
58a4701c-9c2c-45b7-a527-447f4d7e0bba,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-01 14:39:49.217698+00,2026-08-01 14:44:15.699615+00
7543a30b-0648-423d-a15d-7af71befa546,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-31 09:43:40.63447+00,2026-08-01 07:08:13.250538+00
a3b35a92-1dff-47f8-9470-5e00c202c97a,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-08-01 07:58:57.268033+00,2026-08-01 18:06:51.574076+00
76411108-dbc1-43ef-a35d-f7c6102bd575,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-30 07:36:09.000288+00,2026-07-30 17:39:58.829311+00
f413f951-6642-4a8a-9680-0cb43dc93a8b,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-01 14:46:28.805809+00,2026-08-01 14:48:54.599996+00
51220c3a-e538-4b69-a060-bfe7fef8bdb8,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-07-30 07:57:12.418689+00,2026-07-30 18:49:35.571869+00
e14cf021-9d15-45c2-883f-d40b1ce65d3e,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-01 14:04:38.909051+00,2026-08-01 14:21:06.399499+00
16515d07-710c-4305-b3dc-eb1d9633947a,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-07-31 07:55:29.356678+00,2026-08-01 08:21:01.683192+00
d51c2f21-df2a-4aa1-a714-fecc9b493974,8e994bb2-eb43-4ef8-aa9f-1f59bfff30d6,20ed1188-6e90-4c5e-ac62-5827c553f29f,0,cloturee,0,2026-08-01 16:23:23.300671+00,2026-08-01 16:23:44.62398+00
139bb8d8-842e-4022-bc2f-d4da3359d1fb,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-16 14:55:30.396973+00,2026-07-19 09:50:16.292553+00
924e1621-5d45-4829-acf3-43042d640d34,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,5002bd8a-ce6a-42a9-b9b1-99aed7060067,0,cloturee,1000,2026-07-15 16:34:34.481744+00,2026-07-19 09:50:16.292553+00
03de8563-b09f-4094-94d8-d8bad673c265,7fd16429-1daa-4dde-a995-c5851e984909,255d4a40-76db-461f-85d5-e70f33ee3f9f,0,cloturee,0,2026-07-11 07:12:01.067434+00,2026-07-19 09:50:16.292553+00
be941d10-191f-4194-ad4f-9be03e93593c,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-17 12:22:30.614123+00,2026-07-19 09:50:16.292553+00
87a8588e-48f6-4209-9184-d99508c0e6ec,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-17 14:19:21.472652+00,2026-07-19 09:50:16.292553+00
374ccfab-c407-47fd-952a-ec232b13d39d,75af971e-d728-45a6-b46e-0a066dbef01f,639997fb-e739-4aac-a900-82a95973c5e3,0,cloturee,0,2026-08-01 08:27:47.54651+00,2026-08-01 17:29:21.836373+00
d0c24af3-816e-4385-8163-85ccdf32550d,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-08-01 08:21:14.941288+00,2026-08-03 07:55:57.026328+00
f4592c6e-a346-4953-90d9-38ee8f132313,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-08-01 10:52:51.166502+00,2026-08-03 08:12:16.45719+00
2fdfbbca-609c-4e98-a6e1-79b740ac5923,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-17 18:33:49.004686+00,2026-07-19 09:50:16.292553+00
d9ed827d-5bf3-462e-b9c3-f012c5be2fe9,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-17 14:30:32.335751+00,2026-07-19 09:50:16.292553+00
c5167b9e-1d21-414d-a024-462831844ec7,7fd16429-1daa-4dde-a995-c5851e984909,f7e70307-cf97-4da7-a5a1-6ca84939116d,0,cloturee,0,2026-07-15 05:05:07.473362+00,2026-07-19 09:50:16.292553+00
adb04f05-03c5-4598-a5f9-dd21f52bc281,7fd16429-1daa-4dde-a995-c5851e984909,b30bbd1b-999c-4c4a-bdbf-0af71236ad01,0,cloturee,0,2026-07-14 14:52:28.438775+00,2026-07-19 09:50:16.292553+00
ce34a669-96e9-437a-bff8-0b553fb0eb2c,7fd16429-1daa-4dde-a995-c5851e984909,83d6b81c-7135-4c29-b91d-14b4199faef9,0,cloturee,0,2026-07-11 11:48:36.186967+00,2026-07-19 09:50:16.292553+00
6b707a38-470c-49f2-9a1d-18d65c8240a7,7fd16429-1daa-4dde-a995-c5851e984909,5d34492f-d720-4957-8f22-9a106a143d69,0,cloturee,0,2026-07-11 00:47:17.237173+00,2026-07-19 09:50:16.292553+00
35083aa2-c5d0-47f3-875d-ea022985f27e,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,ee440a99-c55b-408d-a343-fa9deb6ce31a,0,cloturee,0,2026-07-15 16:06:21.469746+00,2026-07-19 09:50:16.292553+00
dbc8abb7-25b8-4563-8b12-05a9acc5a231,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,f21ab846-cd06-4980-8d9f-2cd1bba458f2,0,cloturee,0,2026-07-16 09:05:33.699025+00,2026-07-19 09:50:16.292553+00
30c9d699-5383-482f-9aec-9313893ba21f,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,2226c5bd-b144-416e-b2f4-a32076455231,0,cloturee,0,2026-07-15 17:02:24.839088+00,2026-07-19 09:50:16.292553+00
ba73f83f-bb77-4a94-8d61-1686a56b3a93,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,92a5bbf8-906d-4a57-b846-ecea68c6bcf3,0,cloturee,0,2026-07-15 13:26:41.81316+00,2026-07-19 09:50:16.292553+00
93a39eb5-8f47-487e-a6f4-8239cce20e3f,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-07-18 17:10:39.651865+00,2026-07-19 09:50:16.292553+00
8bb8213f-cad4-43f1-a741-6db7f52b0695,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-18 11:05:22.77241+00,2026-07-19 09:50:16.292553+00
dcd28aec-939b-46a3-b97d-f2b3f18a86ce,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-17 18:46:30.239915+00,2026-07-19 09:50:16.292553+00
65e95e94-861d-4066-bd8f-456b923d8841,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-18 20:37:21.132586+00,2026-07-19 09:50:16.292553+00
f0204c8f-9b14-46dc-9754-0d87e5da2556,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-03 07:32:57.577853+00,2026-08-03 17:40:01.864825+00
ce5556af-6783-480a-8708-e80fe2647c21,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-19 10:54:54.482762+00,2026-07-19 16:05:22.198806+00
a95eb3eb-880e-46bf-962b-a044a5d8ea8e,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-31 07:30:46.836414+00,2026-07-31 17:33:42.208665+00
f4a75ba4-66da-4724-b6e2-53220379f4b2,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-22 07:39:13.298478+00,2026-07-22 21:00:07.963748+00
185b093c-a532-43cf-a10c-96757d9c9d4a,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-30 07:10:35.517929+00,2026-07-30 17:54:04.745367+00
85d81224-3c5d-476e-a8ec-6755af5935e6,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-01 13:56:15.484461+00,2026-08-01 14:01:08.139593+00
4f2faeb4-a138-40b0-a653-f525670d7345,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-30 07:45:35.169145+00,2026-07-30 18:24:48.570777+00
25a4d779-df99-4b64-856f-efab66f9a422,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-07-29 14:54:37.243156+00,2026-07-30 10:31:52.691956+00
a4750441-42f8-4d31-92ef-b2c823d9755a,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-07-23 17:57:42.7183+00,2026-07-23 18:01:44.974235+00
f7b52afd-6d91-4d8b-8d76-724983a37746,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-23 08:13:18.436291+00,2026-07-23 18:13:38.497672+00
3e4b93e3-4541-43bf-b7c8-877fac5fd18a,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-20 08:11:10.810197+00,2026-07-20 20:12:12.011941+00
0476b5eb-b1e9-42ff-b012-dd91eb39da03,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-07-29 14:10:55.20629+00,2026-07-29 14:21:46.597944+00
d8b32d7d-6813-4dc4-b2ff-bce4b856f8e0,4114caee-f7bc-41db-af55-adb48a19cf78,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-21 08:10:44.147337+00,2026-07-21 08:10:48.610949+00
fc3a4760-7829-42b6-826b-01c909c1278e,64fa1f5a-43fa-4c58-9233-229b379a3c4a,16c0108f-a557-46ff-81c6-df6dae4e7c8b,0,cloturee,0,2026-07-30 16:24:05.965409+00,2026-07-31 18:24:23.839879+00
1d488cc8-e2b1-412b-82b9-e283c554453b,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-27 07:23:55.054019+00,2026-07-27 18:40:41.202196+00
e41058f2-77a0-49bf-80e0-8eb5bf943e64,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-25 07:33:57.05406+00,2026-07-25 17:41:25.978086+00
0dbedf86-3017-40cc-b535-c46c3f94865e,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-07-30 10:32:07.229031+00,2026-07-31 07:54:47.331983+00
1eb1a846-046f-4528-ad1c-aacd091a1889,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-28 07:44:52.489129+00,2026-07-28 17:21:54.21503+00
e2969116-c960-4eaa-a8e2-11e5b98efca3,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-29 07:33:39.607081+00,2026-07-29 17:44:35.65508+00
4395e3c2-a30d-4a54-bc4a-74c58b6ba81d,e4ff8251-3db1-4ae2-a65d-78fc70fac537,873bfd1f-4b35-4d72-b773-c6299c6d117c,0,cloturee,0,2026-07-31 14:58:28.490772+00,2026-07-31 14:58:41.561394+00
b2c345d2-5644-4d6d-b4ab-1b596a89d5fe,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,1000,2026-07-25 08:09:13.914874+00,2026-07-29 19:06:37.586272+00
bb3624d5-527b-4681-9e2a-775efe91f541,d83e52d6-0b5b-4256-9dce-bd08f46ba93f,cc4bd8b3-27dd-4ea0-ac05-0e5c82e95189,0,cloturee,0,2026-07-29 14:39:50.981657+00,2026-07-29 14:52:41.537711+00
6d2c0ead-4d21-4ace-8879-15dd41f9b49c,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-21 08:13:32.711355+00,2026-07-22 07:38:58.124179+00
3598c22c-4c45-4aca-a216-2f415f23ab42,54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,cloturee,0,2026-07-24 07:11:01.161895+00,2026-07-25 07:07:34.598671+00
0e078c10-c6ea-46ed-badd-0aec66963058,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-24 07:35:55.513714+00,2026-07-25 07:33:45.814804+00
082db140-2e7e-4bc8-b66b-aa59845e1bf0,64fa1f5a-43fa-4c58-9233-229b379a3c4a,16c0108f-a557-46ff-81c6-df6dae4e7c8b,0,cloturee,0,2026-07-30 15:38:42.380949+00,2026-07-30 15:44:55.098627+00
a353dee1-d40b-4e87-8e44-77882691401d,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-07-20 20:38:29.558585+00,2026-07-22 09:01:33.49834+00
bea16426-f7db-4f88-984d-9d8ccd927eea,519752d6-db70-4938-a329-f7502986de68,3435e834-1494-49c8-8613-6a6753415862,0,cloturee,0,2026-07-31 10:47:33.896454+00,2026-07-31 18:25:23.296541+00
f81e84e6-4a40-4749-b97a-1c45a6369b3c,75af971e-d728-45a6-b46e-0a066dbef01f,639997fb-e739-4aac-a900-82a95973c5e3,0,cloturee,0,2026-07-31 11:51:21.235318+00,2026-07-31 18:36:43.943676+00
de3de033-bfa1-4970-a22b-0bb47926617c,f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,e7291eed-faf2-4804-994d-ca5977625f7a,0,cloturee,0,2026-07-31 08:17:59.32651+00,2026-07-31 18:45:14.345165+00
fce44df1-9cc4-4f4e-b194-814f2a35ee0f,e4ff8251-3db1-4ae2-a65d-78fc70fac537,873bfd1f-4b35-4d72-b773-c6299c6d117c,0,cloturee,0,2026-07-31 15:07:13.756444+00,2026-07-31 15:12:37.494293+00
8b9add42-2511-4709-a618-375586a3af95,e4ff8251-3db1-4ae2-a65d-78fc70fac537,873bfd1f-4b35-4d72-b773-c6299c6d117c,0,cloturee,0,2026-08-01 07:05:01.080022+00,2026-08-01 17:20:15.773732+00
73fce7e7-4e6f-4b60-ac73-b8866821e9c2,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-01 14:22:52.578405+00,2026-08-01 14:27:26.659724+00
e6650a83-c423-47c7-9059-cda98f7da7c5,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-01 14:35:42.178336+00,2026-08-01 14:38:10.663484+00
2ac79297-35d1-4349-b7a5-f292f15bd396,7fd16429-1daa-4dde-a995-c5851e984909,8c581a4b-61eb-4570-ad30-2e3885813057,0,cloturee,0,2026-08-01 14:44:45.792363+00,2026-08-01 14:45:52.650538+00
5a49c05d-2ed6-4a38-8ea2-16c338a4d1b3,8e994bb2-eb43-4ef8-aa9f-1f59bfff30d6,20ed1188-6e90-4c5e-ac62-5827c553f29f,0,cloturee,0,2026-08-01 16:24:31.617654+00,2026-08-01 16:24:52.558091+00
840c6c6f-2783-42fc-84f9-ec617fa10c1f,d1d89c1a-123b-4fc5-8137-77033415112f,56ae5099-9903-415d-8a2f-c6c6380c8e9b,0,cloturee,0,2026-08-01 07:40:08.700585+00,2026-08-01 17:33:56.307469+00
