id,name,companyId,googleMapsLink,gestionnaireUserId,gestionnaireSharePct,gestionnaireSharePctReservation,latitude,longitude,cityId,phone
097e29c2-4cbb-4329-9e42-49712882d084,Soubré,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,,0,0,,,b8dd6921-3925-42f4-ae70-451618cc1cd2,0748919509
519752d6-db70-4938-a329-f7502986de68,Songon,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,3435e834-1494-49c8-8613-6a6753415862,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,+2250574887072
64fa1f5a-43fa-4c58-9233-229b379a3c4a,Lubafrique,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,85d813ad-43ac-4336-99aa-b4db2111f4ae,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,0787186987
e4ff8251-3db1-4ae2-a65d-78fc70fac537,Koumassi,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,85d813ad-43ac-4336-99aa-b4db2111f4ae,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,0789440375
cad663e9-b3ec-4d41-8321-8179a4736868,Guiglo,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,,0,0,,,815b8cf2-2502-4be4-8510-4bba39d365b3,0564050879
f9089d44-f620-4cf1-a6ef-1cdce0b7eddf,Gesco,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,85d813ad-43ac-4336-99aa-b4db2111f4ae,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,+2250714611630
54ac35ca-0e59-4ebd-a6fb-b0b89b26ab97,Cocovico,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,60e62047-2b6d-4ce4-971a-2fc077d486b0,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,+2250710539853
d83e52d6-0b5b-4256-9dce-bd08f46ba93f,Djorobite,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,85d813ad-43ac-4336-99aa-b4db2111f4ae,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,0705831483
24161529-e693-466d-9b90-bdc537ceba9b,Gamon,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,85d813ad-43ac-4336-99aa-b4db2111f4ae,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,0554270031
7fd16429-1daa-4dde-a995-c5851e984909,Abobo,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,85d813ad-43ac-4336-99aa-b4db2111f4ae,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,0508583271
75af971e-d728-45a6-b46e-0a066dbef01f,Bingerville,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,85d813ad-43ac-4336-99aa-b4db2111f4ae,0,0,,,f3fc3ce4-b0fe-4cf9-868f-74beb0004bd6,‪+2250779396027‬
e1e615c1-8baf-421e-ab50-3356a1c14717,Dimbokro,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,,0,0,,,a296ce5f-dbd7-4210-ace2-438a6de672bc,0707163040
166b4da4-3dce-4488-ad29-8783a7988e96,Boundiali,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,,0,0,,,5090e350-5c69-4e40-a626-84a048be01f2,0708 48 21 97
d9f265fd-bdad-4713-831d-bc0231046c63,Odienné,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,,0,0,,,416bea69-c445-4bbb-85e8-b9e0257c98d0,0708 48 21 97
01de4dff-2100-4a22-b0ac-dcca00a380fb,Sikensi,1422ab71-4a45-45af-8e7c-4c72a2f9b296,,,0,0,,,f17ccf10-37a0-45e8-b61d-a414b96b800a,05  03 09 30 29
