id,name,countryId
327ff9fc-6111-40b9-afe3-291338c83a1a,Nouna,62355d19-3677-4dde-bbb5-e6e6693951fa
8d3a5d7a-2959-4273-900b-4d3720a80df9,Mme-Bafumen,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
1337fbc6-e4df-4afc-91ac-0e65d4635cc1,Bertoua,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
b1802a25-0556-47f6-83fd-55fe181665e5,Mayo-Louti,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
b60d1570-8f10-46c4-bc21-a264c49353ef,Dizangué,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
420f8da6-3769-47c4-835d-f5ef63d1a9b0,Boulsa,62355d19-3677-4dde-bbb5-e6e6693951fa
5571d3ce-c778-4490-9c1a-0a63ba6e5f0f,Dogbo,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
6562d531-17e5-4056-a7f6-8db34b2cb6dd,Hauts-Plateaux,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
70a1831e-de6c-4e10-af1b-b36b1dd45e89,Essé,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
c194b6fe-3b98-4b61-a7d6-bfdf011b2ad7,Hinvi,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
19634774-16bd-4ae2-9bdf-9eacccc0e3d4,Province du Yatenga,62355d19-3677-4dde-bbb5-e6e6693951fa
f7f76d9e-4d32-408c-8bef-17bf82d9e0ae,Cové,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
3bbd4f35-f153-45e9-80ce-c27451c642b9,Djakotomey,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
973354f5-8fee-4af3-aef2-b22cab288f4f,Léo,62355d19-3677-4dde-bbb5-e6e6693951fa
465e6c60-527a-437b-931b-cc02c5058165,Bali,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
3abf674c-ea68-40ba-b48a-727edf04c40d,Province des Balé,62355d19-3677-4dde-bbb5-e6e6693951fa
738f1af4-3c55-4f04-a248-4e64b76d736f,Ngambé,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
533233b5-aac9-489e-a57e-7e97cd3b276f,Kumba,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
fbcfd407-db3e-461f-88b4-ea2c9bb34eae,Province du Tuy,62355d19-3677-4dde-bbb5-e6e6693951fa
6e29aa16-e1c7-4f98-b1ea-ec04469ca879,Kontcha,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
dbaf81e3-372a-49d2-9ea5-22549ad576e8,Natitingou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
921b92d1-0a90-48b1-930d-64ccaaa3499e,Banfora,62355d19-3677-4dde-bbb5-e6e6693951fa
a524db7e-c9bc-44ec-b631-f0504700075f,Parakou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
bb17b0f2-2aa1-4ffb-b3ba-54b32bafd1e3,Mbankomo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
c8e9973f-f27e-476e-a53c-a07d717647d9,Diapaga,62355d19-3677-4dde-bbb5-e6e6693951fa
fde1a7eb-9110-4b8b-90da-41df49cdbc8c,Ngomedzap,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
d328e009-18e5-433a-a69b-7acb86dc50b2,Kribi,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
2baceaf8-fe83-4f04-a213-fa1ee2db7d1b,Province du Ioba,62355d19-3677-4dde-bbb5-e6e6693951fa
43ce5a1e-3bad-4f56-9d4f-be51e0f6bd14,Province de la Kompienga,62355d19-3677-4dde-bbb5-e6e6693951fa
0381001c-8d52-47bd-a73a-b8232430492f,Bétérou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
7c5a334e-3c54-4abd-8b36-574b305ead42,Kandi,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
d643deb6-d9ad-4284-b77c-536b400cf7b8,Abomey,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
7f9f6c93-d700-4ea3-a2ff-72610097b5fb,Bétaré Oya,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
fa0aea29-06d3-4946-9e96-3e14d47a29dd,Minta,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
bb2c083b-1741-44f6-b693-6ccf086c61cc,Nanga Eboko,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
500c9d15-2d0c-478b-82e0-de4cce34fdd2,Akonolinga,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
23adff43-ebbe-48a6-9fb5-8ade911d2a8b,Bonabéri,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
cc88e910-f096-42d8-9ab8-ff89d5cb16b2,Province du Koulpélogo,62355d19-3677-4dde-bbb5-e6e6693951fa
69f19c67-f0c4-45b3-8c52-f55f28d0ebe9,Province du Gourma,62355d19-3677-4dde-bbb5-e6e6693951fa
200beb53-8da4-449a-8d6e-af8be19cd5e8,Province du Ganzourgou,62355d19-3677-4dde-bbb5-e6e6693951fa
160182ec-29bc-456d-a8cc-d5da303ffbf2,Garoua Boulaï,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
069b58e2-d13d-4135-b069-288467cfa368,Bandjoun,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
dc803169-1ae4-4ae0-ae1e-5f850c121e6f,Province du Sanguié,62355d19-3677-4dde-bbb5-e6e6693951fa
5b4e38d3-9106-42b8-89ab-da216f681012,Bohicon,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
eda05423-7f43-475c-a914-651c6dd88db3,Dschang,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
89639df8-6dbf-4583-aef0-cfe67e8d4c55,Kadiogo,62355d19-3677-4dde-bbb5-e6e6693951fa
48a8e42e-3561-452b-b7f6-31681efb5058,Fako Division,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
1d00b67b-6eff-4ba0-83fe-084177c29668,Foumbot,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
47abb973-3438-44fd-8473-e89a906a6198,Bamusso,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
548fd192-e0e3-4d9f-8fe8-0371d2921b17,Mayo-Rey,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
60069b52-fda0-4e8f-b9f7-24a53a1c4eaa,Babanki,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
6460791c-83da-4232-9482-7506f0ab5d30,Ndelele,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
3570f9e8-c972-45ff-a44b-17665d33143b,Abong Mbang,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
70f1be44-a336-4e09-a88e-c74273323228,Barani,62355d19-3677-4dde-bbb5-e6e6693951fa
95f4317d-1b5d-4e65-bd94-3ff33f4a6e51,Mindif,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
9c3b5d7a-09e0-4417-88db-637a8da9ae81,Province du Kénédougou,62355d19-3677-4dde-bbb5-e6e6693951fa
a8247638-f8f7-47bd-a85d-ab7844de99c8,Douala,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
9ab1de08-c15f-408d-89d5-8e3af95ea62a,Mayo-Banyo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
1567d6d6-f9cd-407a-ad11-e91e557815dc,Nkongsamba,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
13481dfe-c038-4527-bf16-323b83954397,Bana,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
dbdb326c-5a76-4f8a-8f3f-1c40a64d2771,Province du Soum,62355d19-3677-4dde-bbb5-e6e6693951fa
c9c86d49-d231-431b-8e84-cff812785c45,Limbe,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
11057227-abd1-4cce-90c2-e408dced6768,Province de l’Oudalan,62355d19-3677-4dde-bbb5-e6e6693951fa
ecbc5d88-d75c-4da6-9317-d3c28eaa1204,Nguti,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
ff8b1850-641a-476a-aa75-b98b94667eb1,Mokolo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
5a81a344-abd3-4d1f-8c21-98eb68488a01,Boussé,62355d19-3677-4dde-bbb5-e6e6693951fa
c0715d3a-eba5-49fc-95b7-a49f3a3a0fa1,Njinikom,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
b212a376-6323-4ebb-a63d-58df67818c6b,Bazou,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
1d76af5e-8771-4b6c-b8b9-d4ed1767afb9,Bangangté,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
bd26ae53-f4e2-4ad3-ba54-c77873cca5dd,Mundemba,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
cbbeaece-fec0-4c6c-ac65-18f4a366f495,Batié,62355d19-3677-4dde-bbb5-e6e6693951fa
e3bbadc7-b436-416f-a773-42c5b34a836f,Pitoa,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
0dbdbd60-4762-4a8a-8675-6db6e27d1955,Tougan,62355d19-3677-4dde-bbb5-e6e6693951fa
1217f0fa-b614-4022-ae85-048678f63b1a,Province du Sourou,62355d19-3677-4dde-bbb5-e6e6693951fa
9a0eb56f-00e3-4dcd-b7a7-364aae20eaa0,Jakiri,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
30556e00-df75-4b03-a86f-875074df3daf,Province de la Kossi,62355d19-3677-4dde-bbb5-e6e6693951fa
aace0161-b9ee-474d-89ea-03f8cd782740,Mayo-Tsanaga,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
f772eedc-b6b2-424c-bef1-fb814b67d707,Ngoro,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
f874e788-93a5-4839-ab3b-fdff0bff2102,Ndikiniméki,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
19c1a752-ff5b-4e3a-bb72-b53a82ad4069,Lebialem,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
553b1dc5-0d08-4d9b-8b43-39aa66a73df8,Abomey-Calavi,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
c77ff1f1-58d5-4b2f-97a2-645bcffc6fc7,Commune of Djougou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
bfdd79cd-262a-440a-ad82-4a68dc3100b0,Koupéla,62355d19-3677-4dde-bbb5-e6e6693951fa
ba37dfed-3557-4258-84fd-f315cb6ce3ae,Oubritenga,62355d19-3677-4dde-bbb5-e6e6693951fa
5d769a52-d90b-4111-a5a0-037c4509dca3,Province du Ziro,62355d19-3677-4dde-bbb5-e6e6693951fa
28e80413-a74f-426d-8959-98f8ba9193be,Sindou,62355d19-3677-4dde-bbb5-e6e6693951fa
11b63352-ab30-48f0-a069-49f5a6762a3e,Tchaourou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
99a00b99-b48a-4644-a11f-3da560fcc509,Edéa,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
74beeca7-26e4-4e39-957e-aa2e6378a9f5,Province du Poni,62355d19-3677-4dde-bbb5-e6e6693951fa
665f7dd9-048d-42ac-aa06-27700f3933ad,Province du Noumbièl,62355d19-3677-4dde-bbb5-e6e6693951fa
b2e5e236-d8a3-4711-8bbf-759fe8a0c1db,Bekondo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
d0ff3a8b-81ae-4e19-a016-44f182226fb5,Lagdo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
ac3e57e9-5d17-495b-ac2a-8cba5ebca9fb,Akom II,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
319829dd-e7bc-4f6b-b9ca-91e4272987f1,Mouanko,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
bc013134-5025-481d-a66f-4ddb923638b1,Yako,62355d19-3677-4dde-bbb5-e6e6693951fa
be356d82-6860-4fdd-9745-1980378e7320,Ébolowa,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
f9f7a1ad-d1b5-47a9-b8e6-8921939bb384,Bembèrèkè,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
f59be93a-4543-4112-b150-d6afe3ae01e4,Melong,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
42ebcfb5-2ad8-4b55-8626-6096e27457f4,Ouahigouya,62355d19-3677-4dde-bbb5-e6e6693951fa
336edef1-4037-4f08-95c5-5eab152426c7,Mbam-Et-Inoubou,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
9aebc8b0-e1d7-4505-9cae-a3f9e7712878,Province du Bam,62355d19-3677-4dde-bbb5-e6e6693951fa
42f2e438-ca22-4570-91fa-02805d94338c,Province du Houet,62355d19-3677-4dde-bbb5-e6e6693951fa
dce3e93f-5f1d-4376-bff4-585da25e3563,Maroua,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
8734bcc8-c5ad-4b61-abb3-2a2cd9fe350c,Bafia,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
ec2a42b7-c325-403b-ae2b-4305fecaacbf,Djibo,62355d19-3677-4dde-bbb5-e6e6693951fa
3c07d61e-c663-42a6-aefb-d57900dbd0cb,Faro Department,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
bdc2ca83-8116-4a73-8fc2-72e422872181,Okoa,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
56249c0b-f403-4e38-b68a-6add9fc1ec69,Gorom-Gorom,62355d19-3677-4dde-bbb5-e6e6693951fa
54d48ecd-b96b-4dfa-86c9-858c6151e9a7,Zorgo,62355d19-3677-4dde-bbb5-e6e6693951fa
80893262-d038-44d1-b50d-b85760d36cca,Savalou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
038b2092-5927-403e-8c67-ff6e442f54c3,Dori,62355d19-3677-4dde-bbb5-e6e6693951fa
20dbd9d4-8d0f-4745-a3e5-6f5655ab975b,Mbalmayo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
804a439c-6f8c-452d-ba51-75dd3c6fbb63,Province du Sanmatenga,62355d19-3677-4dde-bbb5-e6e6693951fa
998e4ce7-6057-40a4-842b-4edcbe6e1b9f,Ombésa,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
10acbf1a-a732-4bd0-8d47-48af843553df,Nkoteng,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
1e7bf804-e4ae-4266-b3ad-755c8850956b,Province de la Léraba,62355d19-3677-4dde-bbb5-e6e6693951fa
e062e68b-e8e3-42c8-bcb8-83a9f25fc04e,Malanville,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
360240f6-c073-4b2b-8bff-a4a632995765,Mfoundi,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
699a3ff9-033f-4500-91e3-1af53135b477,Mbengwi,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
47cb5349-e621-4c84-b9ef-487d47556344,Lolodorf,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
48ec2eee-1413-4ace-9ecd-12a9175f47a6,Bélel,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
4fe5b11d-9383-45c3-9716-93aac5bae182,Province du Namentenga,62355d19-3677-4dde-bbb5-e6e6693951fa
87297b96-ebb0-402d-b6b0-b6e5a1b1639b,Kokologo,62355d19-3677-4dde-bbb5-e6e6693951fa
34564844-407c-4f9e-8e42-5b4d6e5dc559,Boromo,62355d19-3677-4dde-bbb5-e6e6693951fa
88d88808-b5bf-4732-bd15-5892440d8451,Salanso,62355d19-3677-4dde-bbb5-e6e6693951fa
002f99c1-d7d8-4b12-aca8-56c84505e5f2,Évodoula,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
f07f04f0-9a11-4658-a08f-dee92898b1a1,Makary,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
4ad87394-31ed-4438-aba4-75a45a562dd8,Tenkodogo,62355d19-3677-4dde-bbb5-e6e6693951fa
ba9f94e1-1c47-4632-b1a5-f6393bd8ed4d,Belo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
82246b0c-a6b9-44e0-ad22-55919826e3a8,Manjo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
3025051a-be1c-4f4a-8956-4ecc2d10a8e2,Mbanga,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
aaea8577-44aa-426a-8949-45d2dc80d394,Province du Boulgou,62355d19-3677-4dde-bbb5-e6e6693951fa
f099f00a-7dce-4316-a45c-d80287510a52,Dédougou,62355d19-3677-4dde-bbb5-e6e6693951fa
cfb7ffb2-f769-487d-b3e5-99e20c4c7aff,Buea,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
8cc2d461-2bd5-4a73-9756-59a2a1af07b0,Batouri,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
7eb7c6f7-53e9-46fa-908c-34626fe7d968,Cotonou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
c7d1614d-ccc3-429a-802c-527c11a22775,Houndé,62355d19-3677-4dde-bbb5-e6e6693951fa
0be1b7c8-95c9-465b-9765-8533817ad451,Djohong,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
7b3cc420-3bee-4547-b380-1675fe48bdbc,Kaélé,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
46eebbe3-aacd-46e6-a0d7-b6cb89f9e6ef,Ouargaye,62355d19-3677-4dde-bbb5-e6e6693951fa
271c1eb9-bc37-44a9-b473-062c7bc8a584,Fada N'gourma,62355d19-3677-4dde-bbb5-e6e6693951fa
2629de88-3f17-41cc-a9d5-741a935e0e4c,Mamfe,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
4716f1b3-4648-4c3e-8d76-e463407ca17e,Province de la Bougouriba,62355d19-3677-4dde-bbb5-e6e6693951fa
5c196cfd-bfec-4728-8841-f2cff1b8b1ad,Batibo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
5cb1bb76-e745-4cd8-858b-93593e22b996,Hévié,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
780ddffe-b3b7-4aac-b0a6-ac51ef0a4c9b,Province du Boulkiemdé,62355d19-3677-4dde-bbb5-e6e6693951fa
5e6a16cb-2800-40ae-8c71-06ba60270e41,Boyo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
51e81870-e370-4520-a5c9-08aac270d471,Pama,62355d19-3677-4dde-bbb5-e6e6693951fa
f3e80c4a-6314-432a-b51a-b3eff1350800,Dassa-Zoumé,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
eb96207b-de6e-47d4-bbad-c025d7de7183,Bobo-Dioulasso,62355d19-3677-4dde-bbb5-e6e6693951fa
7b72adf1-3856-4a73-a117-17b12f33734d,Mbang,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
59e2eec4-2f67-44e7-af05-c349273387d6,Goulouré,62355d19-3677-4dde-bbb5-e6e6693951fa
5c384e0e-bdc1-4f41-9704-7f0638c6e53b,Bélabo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
28a828e3-2e4f-4359-bdd1-c790c4d41f36,Province du Zondoma,62355d19-3677-4dde-bbb5-e6e6693951fa
624ec884-ddda-4629-acc3-e96b6814cef1,Bogo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
c478bf0d-873c-441d-a654-50aa96429164,Gnagna,62355d19-3677-4dde-bbb5-e6e6693951fa
82236787-714c-4b2c-830b-bab6a2c9cebc,Guider,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
a1835cea-d4ab-4bb5-aeba-f1120e461cbc,Koung-Khi,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
48fb46c3-2ba0-4290-b8e7-f638ea3fa13c,Diang,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
199014ec-61f2-4663-8229-8446b3b3ed2a,Penja,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
8c673c4a-554d-4de2-b9f0-26786e630240,Fontem,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
a81ba005-837c-499a-a201-82ecc3b04b74,Mvangué,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
81e323ca-7b56-47f3-95b2-ae2aa4556898,Titao,62355d19-3677-4dde-bbb5-e6e6693951fa
0aafd6a0-acfa-46a6-8407-af22cc3296a6,Banyo,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
52364bf0-1259-40bd-949e-4b77ad446b39,Province du Passoré,62355d19-3677-4dde-bbb5-e6e6693951fa
5d74bbef-45ec-4e43-ab57-479f58678a0b,Loum,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
db5ae64a-0ac6-4ce7-82c9-84b1b22adf3a,Bankim,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
9638f968-f812-4d52-8bfb-19d8f51fd978,Pô,62355d19-3677-4dde-bbb5-e6e6693951fa
9da0a3cf-8e41-4f9d-9419-6309a48b119b,Bazega,62355d19-3677-4dde-bbb5-e6e6693951fa
7aae5ff0-223e-482e-b6d0-3f1a191114b1,Réo,62355d19-3677-4dde-bbb5-e6e6693951fa
2065815b-98c2-4ab5-acc4-9df421f86ba4,Pitmoaga,62355d19-3677-4dde-bbb5-e6e6693951fa
884a1809-b1b0-4994-a09b-59bb5ddcda9a,Noun,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
20af14f0-4302-4795-b0db-7f1af47f08e9,Bassila,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
c8aa5c63-3d2a-434d-ba81-f963ddb81208,Province du Kourwéogo,62355d19-3677-4dde-bbb5-e6e6693951fa
fe63e334-d91e-4e98-ac06-c268d11121ba,Ziniaré,62355d19-3677-4dde-bbb5-e6e6693951fa
d289d30d-2ccd-44b7-a24e-7cfe575e3d41,Ntui,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
8b16bfbc-2e94-433a-8790-9e3261fc0f18,Allada,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
28b113c0-c556-493c-a3dd-e80b9029cb42,Kongoussi,62355d19-3677-4dde-bbb5-e6e6693951fa
e786dfc1-f32e-4351-adef-615a4c3dc7bd,Fundong,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
0c4ac36f-7cdc-4f67-918a-cbfedc16d476,Nahouri,62355d19-3677-4dde-bbb5-e6e6693951fa
e7c35769-734b-4cec-86f5-ef8afd928f93,Doumé,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
b4f71eb5-0873-4f65-a980-fb89ecde65f7,Djougou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
9d2d9029-60de-4129-9fe1-b8a60fea503b,Ngou,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
a7b1c044-1fc5-49ab-aaa4-95443b7e00ae,Meïganga,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
16ffd021-8012-477a-ad3e-c26bd7e178ce,Dano,62355d19-3677-4dde-bbb5-e6e6693951fa
ef1cbb2c-7923-4c03-b3c6-cdf4a170b1f2,Garango,62355d19-3677-4dde-bbb5-e6e6693951fa
f394f77a-db4b-452c-9e4a-5f2936ab6c7c,Province de la Comoé,62355d19-3677-4dde-bbb5-e6e6693951fa
6c2bdd01-7277-4550-a03e-cc54da299f8f,Porto-Novo,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
2f0ec838-668a-4895-8cac-cb81c43d820a,Province du Yagha,62355d19-3677-4dde-bbb5-e6e6693951fa
a99f4a3f-9934-449e-aa5b-aeab24c557ee,Zoundweogo,62355d19-3677-4dde-bbb5-e6e6693951fa
8378363b-1860-4f5a-a4dd-6f22ac4c77c1,Toma,62355d19-3677-4dde-bbb5-e6e6693951fa
bf97b164-d831-440f-861f-4405e1e14861,Mvila,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
8e5bc84c-8ce1-4dae-aa53-387d1b75e563,Dibombari,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
3b29bd07-51a9-4a72-b438-36ec12c2fa99,Eséka,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
6817e02a-1b85-4548-8a1f-50dc2b802011,Comé,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
c55cbbdd-2e3e-4b4a-9419-b85d85aa11df,Tanguieta,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
fd1fe075-5264-4b83-b9dd-9f7456052cc0,Kétou,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
bd80b058-e41b-41b4-8a7b-2846db018523,Banikoara,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
52d089a4-ca10-4619-9df9-5dce7859bff2,Bafang,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
78c109ea-cf54-4610-bdf0-daa20f10f48f,Diébougou,62355d19-3677-4dde-bbb5-e6e6693951fa
8fcc2b8f-9916-4453-a3df-f6cbc80a9a5b,Savé,49db3e4f-c9a8-4cbc-97c6-ff89a026a62e
46f07a2a-6481-444a-a1b6-94052f3c1069,Bogandé,62355d19-3677-4dde-bbb5-e6e6693951fa
2b1c8a7a-de73-4752-b317-10211ab69f5e,Mayo-Sava,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
88f940cf-3e48-4501-b8b4-54a3b4baa99a,Province de la Tapoa,62355d19-3677-4dde-bbb5-e6e6693951fa
53ac6693-d2ae-454a-9917-8f789c1117fc,Dunkwa,1221ca27-fa88-4fb8-85e1-30baa8d8b356
7f3a8f52-3226-42a8-8a9b-ba515837d080,Province de la Sissili,62355d19-3677-4dde-bbb5-e6e6693951fa
5d9fa663-c143-4db4-b4db-d39b35994f28,Ngaoundéré,08fcb8a2-c15b-454b-9aac-16c2cb468ab0
6e5b538b-cb32-4af7-ba1c-bcd4907f8fe9,Gayéri,62355d19-3677-4dde-bbb5-e6e6693951fa
